"ENTREZID","log2FC"
6448,0.45679711145192
51150,0.456625403948116
1687,0.455783587467449
4179,0.454640518765662
100170841,0.452907360490808
643641,0.451925228035907
8459,0.451130209720944
92017,0.451057747171932
11285,0.450875988865156
84514,0.450747073410979
79671,0.450336487760809
55362,0.449222225272049
149345,0.449210093388283
5034,0.449017689001394
8910,0.448990741212289
56122,0.448348060555986
9672,0.447311303137924
11022,0.446175523038151
26123,0.445725958331726
8507,0.443873103318132
3725,0.443433215981682
11159,0.443157771542757
339366,0.44270700043931
10618,0.440935658122949
26751,0.440270916065014
10505,0.440244407496921
22901,0.439683824584123
100616414,0.43933670440839
1312,0.43933670440839
80856,0.438433803770337
80256,0.437962042905293
347862,0.437599778911995
1954,0.437546741885411
51517,0.437389926519648
123720,0.437388060111669
100507257,0.436882247362914
222255,0.435164482788816
79925,0.434780432925265
664,0.434660529338374
9094,0.433627899078619
7345,0.432805889975259
4924,0.432124780996266
124565,0.431901788102565
3998,0.431765225763183
493869,0.431636665994492
54732,0.431450040985819
102,0.431101213597113
9734,0.430971243746851
92565,0.430729546358269
2534,0.429235439013413
112597,0.428203100139548
100132891,0.427460207711515
84679,0.427324508742371
4833,0.427017486413148
3916,0.426358765651279
100847042,0.426129721873856
9915,0.426129721873856
56204,0.425998875762918
4209,0.423687328147595
79137,0.423531857516023
9744,0.423363042662309
220108,0.423137926043499
3716,0.420933654915906
66035,0.42066089106339
10239,0.419865576514565
8861,0.419635064978688
127262,0.41876913300136
440400,0.418701369789013
124446,0.417624100546267
253980,0.417503142964806
57085,0.416792736691439
79085,0.416206041562121
5797,0.416170498646703
548645,0.415620459914042
1649,0.41561897049195
6892,0.415575392559264
7059,0.414896136312564
10169,0.41486724881112
102465256,0.413685504347514
64114,0.413685504347514
6400,0.4130920532116
10758,0.412521941524629
84524,0.411841892518101
6237,0.4118051177008
3029,0.411148983546346
9522,0.41103280450384
254428,0.410946635004395
51226,0.410573596441981
55176,0.409754623424242
6809,0.409330282895133
56103,0.408908117691441
103344931,0.408411077433003
79770,0.408275393951971
80381,0.408234575185161
130888,0.407387311211613
90993,0.406230243616222
9755,0.406151698440814
388403,0.40607127040749
55603,0.405766615466742
10970,0.405742891237988
23731,0.405297809875926
439921,0.404533847067103
116987,0.403794912236802
3631,0.403316339574751
56108,0.403204831436875
56776,0.402997176078535
23505,0.402398746281662
414918,0.401696182148502
92979,0.401192052269612
64747,0.400857702656554
6812,0.400797662581413
641467,0.400106874581146
102465448,0.400007914786011
374395,0.400007914786011
164091,0.398869558759925
5205,0.398495530111473
10325,0.398385511126288
3074,0.398108969612906
54585,0.398075951491485
83440,0.397913463084416
9741,0.397876290072459
23154,0.397703859691273
55819,0.39768276537525
8382,0.397670738288776
217,0.396721068805494
58499,0.396646895474187
353116,0.396521373979813
51614,0.39637203120667
79797,0.39577141221865
55108,0.395582603268586
10444,0.395562470943212
22837,0.395171802399918
80854,0.395170480603437
23526,0.395066582141715
92999,0.394888339898227
64420,0.394276208087496
376497,0.393312477284295
6714,0.393190626931723
5230,0.392601692663611
22877,0.392429859573716
26003,0.392387267644693
283820,0.392163786317434
22921,0.391269722389888
3489,0.391099088739953
55654,0.39101044302233
54414,0.390633448333681
8702,0.389664551814468
9853,0.38957035427829
79932,0.388294125926097
29940,0.388051818312514
55361,0.387994874096855
2157,0.387655165917839
57446,0.387174009569383
220213,0.386788892682352
1831,0.38656089705063
283140,0.385736195476219
84695,0.385721588851138
102465519,0.385613875981819
283450,0.385613875981819
84749,0.384594400516546
2673,0.384408680656394
51669,0.3828765015502
84304,0.382723848758055
226,0.382708847859732
80255,0.382388203217745
6249,0.382305738774089
4240,0.382022153045269
151613,0.381692771709204
149478,0.381324468993713
23309,0.381226133779093
25825,0.380214660066768
8030,0.379989528689191
100616314,0.379457809481586
79735,0.379457809481586
27348,0.379429276681915
7084,0.379245882293991
23232,0.379133641774304
114818,0.379049493058652
57465,0.37865570411524
10567,0.37781319783404
322,0.377143871029448
55343,0.37709345664539
51092,0.376366905284032
9223,0.375893587124565
83758,0.375189043342824
57798,0.374998092992392
221955,0.374728915894165
54467,0.374609218114128
2132,0.374341839809407
56917,0.374008248218829
79575,0.373923095955931
60685,0.372732301563328
1534,0.372719809063515
813,0.372312836726859
102465472,0.372221459541324
9123,0.372221459541324
11072,0.371948124839927
5289,0.37181740514582
1346,0.371695566082276
5191,0.37131931907522
25943,0.371237517602146
3920,0.370772682296785
89848,0.370684439882868
64061,0.370334805740662
54583,0.369596759447737
81603,0.369211229682981
25987,0.369098401731375
55823,0.368999228063558
529,0.368996624098316
102465474,0.36871616319325
56927,0.36871616319325
255057,0.368447143454496
51768,0.368375659133754
112770,0.368332912275472
200728,0.368109495180647
25827,0.366919593291185
25798,0.366398644557981
81493,0.366205847180727
55652,0.366105665902045
1209,0.366096952405116
4055,0.36601540086556
2131,0.365356594056185
122773,0.365334708355153
523,0.365116812753143
2729,0.365050182989883
57787,0.364863286764236
375790,0.364844149209478
5681,0.364208580375498
51232,0.364046530554581
26229,0.363759016567058
57179,0.3634186888807
51573,0.362942680770892
140735,0.362826716490333
57104,0.362818894178644
80331,0.362353124020803
154743,0.3621932531092
26090,0.36135546142484
65258,0.360965904665149
23207,0.360940670555889
114294,0.360931298078425
22808,0.360534081605687
1639,0.360326438667003
57613,0.358903811366918
9463,0.35865764831193
84548,0.358123313393964
9545,0.357200979339214
9962,0.35681549617231
775,0.356553553385082
5606,0.3559725798254
1953,0.355876192676148
256302,0.354988512824469
54741,0.354396284371424
307,0.354230677899031
92104,0.35388956029279
126393,0.353780192696244
291,0.352851335024938
79018,0.352024735718665
64112,0.351717763289096
253430,0.351701527125984
9249,0.351640425391182
121260,0.351552719408573
220972,0.351497330335451
9881,0.351450136513605
29982,0.351351987761553
10313,0.350953412516123
977,0.350831506182114
2052,0.350814789516539
51374,0.350557485777076
5547,0.34992880345019
54858,0.349119474823675
598,0.348771291032087
26020,0.348488266328779
4124,0.34773786878464
126321,0.347490877204131
51172,0.346962636974775
84445,0.346664956424731
80762,0.34633493096264
57333,0.346329553682801
23061,0.345879348283654
411,0.345374668805897
51368,0.345333787423884
643314,0.345139540998478
23499,0.345139540998478
53349,0.345132090069201
9766,0.344916957455387
50484,0.344709774453425
5163,0.344691704931164
114049,0.344674868687156
7037,0.343626353792171
64065,0.343581883602095
950,0.342985169685592
160518,0.342880706090595
23460,0.342801064969732
57701,0.342588725701934
728730,0.342030054494498
133957,0.341189934014095
165829,0.341098818470854
25979,0.341077489205912
100616115,0.34106306048574
81790,0.34106306048574
84925,0.340767555013368
51149,0.339702984610215
113178,0.338911734471452
24147,0.337617998279452
8906,0.33753478649294
149603,0.337093827467073
152503,0.337024686164549
83892,0.336891807292411
81037,0.336400725637574
146223,0.336304777986487
10491,0.336266451918918
79641,0.336212333500786
55650,0.335999709717897
5223,0.335969880362046
6778,0.335230019246633
9839,0.335075115828812
85446,0.334841499798074
10669,0.334316685842195
10650,0.333601844709249
84752,0.333524345388133
2632,0.333481010523858
286144,0.333124166499219
51606,0.332635827910762
10553,0.332523731633679
79006,0.332040118748789
25988,0.331888476786945
100130691,0.331866340274907
8027,0.331400911680749
79668,0.331358471282736
64798,0.330711297774331
818,0.330259693147808
1796,0.329716887096999
8760,0.3296367488268
285908,0.328712665302703
5813,0.328705439046269
727800,0.328148104934882
3798,0.327488617403666
8800,0.327468572264968
284439,0.327193826743854
10430,0.326885950962534
65125,0.326878676706809
91252,0.32624194246814
7357,0.326106013725567
5465,0.326048218486144
9139,0.324736834529053
51255,0.324446543486637
22883,0.324405314110028
56005,0.32412209382979
220002,0.324053478444135
6844,0.32375545111982
9644,0.322862221472093
150962,0.322797957708051
8417,0.322611831740758
56114,0.322391518824848
51,0.322262161412681
754,0.321735389659457
22941,0.321732844686162
25972,0.321672715420007
2180,0.321491389459054
23765,0.3205379429052
90990,0.320009225840957
22930,0.319362256145654
84256,0.319127330956547
145389,0.318811247054438
2588,0.318723617588513
139716,0.318163485981537
334,0.317593099932311
22839,0.317223353181752
26118,0.317108258202961
118813,0.31670480883836
80758,0.315924655920278
25841,0.315495573965472
9727,0.315013634508932
9063,0.314354336675843
9372,0.314211057714091
22838,0.313991880124584
23558,0.313457337005008
387921,0.313255211790212
2923,0.312801285095683
9921,0.312779412663016
55690,0.31274213500444
10057,0.312403263232192
64400,0.312155411598637
142678,0.312046611203708
79877,0.311777561828694
22893,0.311559521564591
314,0.31141850824115
8987,0.311183078768132
5552,0.31108415398751
27248,0.309773358848139
7975,0.309754194334628
7436,0.309741312941127
83439,0.309430443716007
10960,0.309414611454811
6404,0.309252617765054
91445,0.309150543648927
57103,0.309056555788344
100616439,0.309006323978236
55262,0.309006323978236
133746,0.308403118143945
54946,0.30800905574059
11188,0.307785697424449
55818,0.307754165920142
57037,0.307669534651387
7128,0.307485531775023
55384,0.307246129383136
64397,0.306961377787869
6304,0.306169461530722
4536,0.3060012929539
35,0.305766799691861
80124,0.305745177737056
123879,0.305077689031217
51230,0.304370477606598
5352,0.304270903367059
10318,0.303755805374435
79828,0.30373185795497
79786,0.30359460314484
79939,0.30349052365936
84317,0.303401531363823
5836,0.302938755228511
92840,0.302931482717778
25824,0.302171316539805
23352,0.302089167861126
10134,0.30188508249482
64417,0.301613224698024
8816,0.301575347930755
23031,0.301499481258006
64115,0.301049331513022
23414,0.301044097288567
5786,0.300675612973265
84988,0.300561651491123
102466911,0.300384523223637
9772,0.300384523223637
54476,0.300064359346166
27351,0.299727066416404
64748,0.299688487300754
8744,0.29940247649821
338322,0.299394345192221
5986,0.298980050253161
3623,0.2989661685186
26959,0.298800188732108
9863,0.298450279606753
8780,0.298408527030807
576,0.298322081933211
81622,0.297534213699045
8372,0.297462064597685
29984,0.29731139547364
166379,0.297291902988452
23417,0.296940729508627
4363,0.296228942911598
1773,0.296030453620491
100505761,0.295940226018359
9886,0.295762436870267
11043,0.295698594332412
23770,0.295600170219233
9060,0.295031633227711
51684,0.294962907099497
80790,0.294883223895248
64847,0.294853242633771
3475,0.294624589288948
10043,0.294564895664716
9541,0.294551972516124
9663,0.2940759150285
201163,0.293962687316876
7644,0.2939002705708
203197,0.293692120594157
8848,0.29343282821413
9215,0.29333778740813
537,0.293263274195369
222068,0.292739009025736
66005,0.292340444315173
7145,0.292088874922792
9761,0.291652130918156
8897,0.291462094242666
65065,0.291097990774613
64753,0.291038048772368
3141,0.290894079863031
79800,0.290422737700843
5264,0.289939174297693
3459,0.2892259020164
4864,0.289057038862597
11282,0.288776096017293
10466,0.288691253047949
100616211,0.287958964903067
10577,0.287958964903067
8408,0.287839174344453
567,0.287093902458624
1051,0.286965480340149
83700,0.286747165664297
29058,0.286596364954794
6506,0.28594099019992
4245,0.284986205669392
1845,0.284743148313565
6302,0.284418213516275
26048,0.284387087771292
399665,0.28389243038585
78992,0.28388650692494
50862,0.283843489096384
8945,0.283664673400922
121665,0.283137178755454
4135,0.283044013485978
51061,0.282996603827377
9922,0.282966038067796
1212,0.282520579276528
56672,0.282486248425947
143686,0.28222402939962
79683,0.2820810103319
7107,0.281922149630337
146057,0.281904689734655
6513,0.281694708918563
80380,0.281646665692021
23423,0.281521166937155
3417,0.28127312915437
27030,0.280837890358953
10966,0.280508037022627
284996,0.279793323439073
7076,0.279660619394126
115,0.279621242961777
142891,0.279011962403241
51773,0.27881458723386
56900,0.278602813408488
25996,0.278293471576681
51306,0.278167057111017
6832,0.277471897178692
3490,0.277402598896554
28966,0.277333359814409
57326,0.277181888557586
55337,0.277165152629619
80232,0.27715384958468
79414,0.27683848237407
23247,0.276721024507467
3096,0.276547817314786
27122,0.276288623095746
7779,0.275646834424206
201931,0.275385397195663
59338,0.275211277815854
51594,0.27486439267359
5236,0.274603324489628
414,0.274393216896436
388722,0.274153889267558
284252,0.273939215000912
9846,0.273702574293853
128486,0.273489968901002
10616,0.27328467498229
10957,0.273250003074884
84326,0.273016239522198
55902,0.272934816315225
55191,0.272849829005282
51422,0.272789290798219
8672,0.272686866855554
100506795,0.272662866286848
132789,0.272531282447004
143384,0.272210040012786
5365,0.272024368300153
10273,0.272019600675522
5327,0.271904979744825
90060,0.271670647280586
2934,0.271641881159218
10193,0.271308315042985
5768,0.271217617264929
165215,0.27072606186168
56986,0.270321455712045
8491,0.270092511006458
3988,0.270088681504096
26994,0.269944539995445
57515,0.2692863334186
2817,0.269076652343885
10384,0.26887021474989
63971,0.268855951108802
308,0.26879221353063
9746,0.268598755513043
79883,0.268513483406539
9993,0.268208154361993
112574,0.268092858089786
9265,0.267866168166136
91775,0.267432483055473
7421,0.267303739224769
55186,0.267290680296747
65059,0.267243081477322
55181,0.267225130395306
23471,0.267185671282339
2531,0.267178755557481
11343,0.266889585832574
3257,0.266591674513673
9371,0.266166374119704
84302,0.266137974445062
85369,0.265913710755976
9751,0.26583263828809
7029,0.265685727931616
4853,0.265676080417832
11345,0.265072514372048
6548,0.264904496504554
84181,0.264890468384624
4905,0.264825639338553
81894,0.264803143659074
51333,0.264359267245286
80194,0.264137287590927
1522,0.263859354249945
64773,0.263763508358731
100302183,0.263679715677734
23509,0.263679715677734
23582,0.263466730616922
57799,0.26318901139489
11147,0.26304428842611
3315,0.263000759116982
26577,0.262677235779559
10186,0.262481691078703
9604,0.262426646063672
51303,0.262111599499429
25956,0.26205736245964
23328,0.262006968159909
5819,0.261982925316455
84436,0.261629478483118
2260,0.261444670870439
23386,0.26138695604065
10007,0.261227122604239
686,0.260905713575827
29995,0.260842225313541
219899,0.260840930775202
230,0.260770982039469
84896,0.260763402472525
22978,0.260710921194058
338699,0.260671099434907
253512,0.260600394270191
4832,0.260580812782233
629,0.260501674334585
9874,0.26046054915073
5130,0.260328553080298
64750,0.260278712125501
54978,0.260135717151255
8273,0.260015584662656
11041,0.259832054774601
154807,0.259532622534948
81572,0.259505025671649
403313,0.259416577603453
91768,0.259357004990635
83693,0.259302757570723
54800,0.258992953859115
347735,0.258987479724477
157567,0.258531410161588
100500912,0.257941197130725
2055,0.257941197130725
55328,0.257855639889576
80700,0.257636032856204
387758,0.257635509254921
100506403,0.257519431934699
861,0.257519431934699
127018,0.257394611911324
65983,0.257322068819179
219902,0.256748622220145
54778,0.256675965293771
81490,0.256505282137326
55062,0.255973115762784
10673,0.2559048463897
114971,0.255872980839783
80705,0.25569582405743
127687,0.255695276480518
